,1096410,,,,,,Reviews,
175001896,english,2024.08.15 12:25,❌,✅,0.5976754427,7,"[h2][i]""...What are you even talking about?""[/i][/h2]

This is more like a sideways-thumb review. All in all, I enjoyed my time.

Coteries of New York is a solid VN introduction the vampire side of the World of Darkness universe. It throws you right into the thick of it as a know-nothing fledgling trying to navigate the fatalistic shadowy unlife of being a godless monster. The tone of the setting is applied with all its necessary tensity. It's well written, and the cast of characters are definable and likable (or detestable, but intentionally so). 

There are very few actual mechanics to manage. You may be rightly punished for saying dumb shit at the wrong time. Otherwise the only other thing is tracking the amount of Blood you have, which is the second weakest aspect of the game—Your lifeline and (and certain dialogue options) use Blood, but the only indication you have of how much or how little you currently possess is vaguely determined by the intensity of the bloody portrait around the screen. Stylish, but hardly helpful.

Lastly, the end. Oh, god, the ending is so rushed. I dare not spoil the disappointment but you'd think a game that emphasizes Coteries would make them have a larger impact on the turnout at the end.

So, yeah, I appreciated the experience prior to that point, but I don't think I'd actually recommend it.","[h2][i]""...What are you even talking about?""[/i][/h2]

This is more like a sideways-thumb review. All in all, I enjoyed my time.

Coteries of New York is a solid VN introduction the vampire side of the World of Darkness universe. It throws you right into the thick of it as a know-nothing fledgling trying to navigate the fatalistic shadowy unlife of being a godless monster. The tone of the setting is applied with all its necessary tensity. It's well written, and the cast of characters are definable and likable (or detestable, but intentionally so). 

There are very few actual mechanics to manage. You may be rightly punished for saying dumb shit at the wrong time. Otherwise the only other thing is tracking the amount of Blood you have, which is the second weakest aspect of the game—Your lifeline and (and certain dialogue options) use Blood, but the only indication you have of how much or how little you currently possess is vaguely determined by the intensity of the bloody portrait around the screen. Stylish, but hardly helpful.

Lastly, the end. Oh, god, the ending is so rushed. I dare not spoil the disappointment but you'd think a game that emphasizes Coteries would make them have a larger impact on the turnout at the end.

So, yeah, I appreciated the experience prior to that point, but I don't think I'd actually recommend it."
174953374,polish,2024.08.14 20:57,✅,❌,0.5,0,"The game has it's issues (both in terms of being buggy and consistency of storytelling/lore), but still offers a nice dip in the VtM universe. Also contains one of the best-written characters I ever met. In my entire gaming ""career"" I never felt so much like hugging an NPC...",
174943074,russian,2024.08.14 18:41,❌,✅,0.5824453831,5,"Хорошая история, но посредственная игра 

Во многом дублирующая детище Троики, Vampire: The Masquerade - Coteries of New York все же умудряется завлечь игрока во время первого прохождения. Все эти случайные новорожденные вампиры, которым дают второй шанс и возможность послушать, что такое Маскарад, Башня из слоновой кости и Анархи. Потенциальные спутники интересные, как, впрочем, и немногочисленные второстепенные задания. Основной сюжет довольно предсказуем, только кандидата для последнего твиста подобрали совсем уж внезапного, я ставил на другого. 

Однако… Эта игра про выборы, которые забыли завезти. Не имеет никакого значения, что и кого выберет главный герой (и кем он будет) – сюжетные рельсы не поменяют колею, история не подстроится. Для визуальной новеллы это… Разочаровывает? Ты начинаешь проникаться чем-то, и это нечто обрезают на половине, не доведя ни одну историю до нормального завершения. Тебе предлагают целый мир, предлагая понаблюдать за ним издали, в мутное отражение сумбурных сценарных метаний. Вроде бы все вкусно, только первое впечатление очень быстро развеивается, оставляя игрока наедине со статичным финалом и не пониманием происходящего под титры балагана. 

Ну… Ок? Рекомендовать никому не могу, но в продолжение все-таки стоит поиграть.",
174826986,english,2024.08.13 02:38,❌,✅,0.4810495675,2,"I was enjoying the story so far, but what is the point in allowing us to save and exit before making a choice in the game if an incorrect choice will lead to the save file being deleted anyway? This seems punishing to players who want to explore various outcomes without having to start a new play through each time. I don't know if I'll have the patience to complete this.","I was enjoying the story so far, but what is the point in allowing us to save and exit before making a choice in the game if an incorrect choice will lead to the save file being deleted anyway? This seems punishing to players who want to explore various outcomes without having to start a new play through each time. I don't know if I'll have the patience to complete this."
174826642,english,2024.08.13 02:30,✅,❌,0.5129870176,1,"Good story, beautiful art. Wish that it had more Clans to choose from, and I wish we weren't always doing the Camarilla thing, but it's a fun playthrough. And fun to play through more than once as well.","Good story, beautiful art. Wish that it had more Clans to choose from, and I wish we weren't always doing the Camarilla thing, but it's a fun playthrough. And fun to play through more than once as well."
174820043,english,2024.08.13 00:04,❌,✅,0.3812599778,0,Still no Polish language? Shame!,Still no Polish language? Shame!
174796056,schinese,2024.08.12 17:30,✅,❌,0.5017735958,1,"制作还挺精良
有些语句没翻译
配乐不错
喜欢视觉小说的可以试试",
174774733,english,2024.08.12 08:43,✅,❌,0.5,0,Its good.,Its good.
174701429,english,2024.08.11 04:31,✅,✅,0.5218579173,1,"Good game, good twist, some replayability. The blood management system (you need to keep track of how much blood you suck and how many times you've used your abilities) adds some nice gameplay to what you'd expect to be just another VN.
But it has all the problems you'd expect from a WOD V5 game made in the current era. But I don't think any of these problems bring the game down, is just a matter of different tastes.","Good game, good twist, some replayability. The blood management system (you need to keep track of how much blood you suck and how many times you've used your abilities) adds some nice gameplay to what you'd expect to be just another VN.
But it has all the problems you'd expect from a WOD V5 game made in the current era. But I don't think any of these problems bring the game down, is just a matter of different tastes."
174563002,english,2024.08.09 03:07,✅,❌,0.6187930107,6,"[h1]An engaging visual novel that sells the setting and tells several enjoyable stories within it.[/h1]

I don't play a lot of VNs.  Once I started this one, I was hooked very quickly, and was mildly surprised by the end that I enjoyed it thoroughly.

If you don't know anything about Vampire: the Masquerade, this is a great primer.  Your protagonist is plunged into the setting very abruptly, but not unnaturally, providing immediate and believable engagement in the story.  The exposition introduces critical concepts with equal seamlessness, drip feeding them over time as you struggle with your first few decisions, and adding more bits throughout the game instead of trying to dump it all at once as some games do.  I was reminded very much of the tutorial from the timeless [i]Vampire: Bloodlines[/i] - this game shamelessly steals Bloodlines' ""you are a newly awakened vampire who doesn't know what's going on"" but walks you through first steps much more smoothly, without hitting you over the head with ""this is a game tutorial"".

The main plot feels unfocused at first, without much story pressure beyond ""wander around and try to make friends"".  While not exactly thrilling, it's a nice way to give the player some agency, and there are a wide range of storylines you may choose to pursue (or not).  You will not have time to see it all, which ironically gives you the power of positive choice.

Moment to moment writing is not always prizewinning.  There is good and mediocre, which is fine with me.  None of it is actively bad and I never rolled my eyes nor was tempted to stop playing.  On the positive side, I found several moments genuinely chilling or charming and I cared about every character I met.

The subplots you choose to pursue are interesting and filled with both ""cosmetic"" (unimpactful) conversation options and substantially meaningful decisions.  These side stories can have bad outcomes depending on your choices, which means every decision demands attention, even when you're not sure whether they affect anything.  Perhaps more importantly, this is good noir, meaning the protagonist doesn't always get to win.  The story keeps going even when you make mistakes along the way and it's important to note that your playthrough will have a single rolling save.  No quicksave/quickload to try every dialogue option and choose your favorite result.  This is a good thing.

Overall plotting and structure are impressive, beginning with ""do what you want"" and slowly building the groundwork for a focused, fast-paced, and sensational climax by the end.  Regrettably, there is only a single ending to the main story; however, I was surprised to find that this didn't bother me, as the journey to get there gave plenty of opportunities for me to make a difference in the (un)lives of those I met along the way.

When the credits rolled, I found I wanted more.  I'm looking forward to moving on to [i]Shadows of New York[/i] which I hear is even better, and assuming no disappointments there I'm likely to pick up the finale, [i]Reckoning[/i].

You can definitely get this very cheap on sale.  In my opinion it's certainly worth a couple bucks and 8-10 hours of your time.","[h1]An engaging visual novel that sells the setting and tells several enjoyable stories within it.[/h1]

I don't play a lot of VNs.  Once I started this one, I was hooked very quickly, and was mildly surprised by the end that I enjoyed it thoroughly.

If you don't know anything about Vampire: the Masquerade, this is a great primer.  Your protagonist is plunged into the setting very abruptly, but not unnaturally, providing immediate and believable engagement in the story.  The exposition introduces critical concepts with equal seamlessness, drip feeding them over time as you struggle with your first few decisions, and adding more bits throughout the game instead of trying to dump it all at once as some games do.  I was reminded very much of the tutorial from the timeless [i]Vampire: Bloodlines[/i] - this game shamelessly steals Bloodlines' ""you are a newly awakened vampire who doesn't know what's going on"" but walks you through first steps much more smoothly, without hitting you over the head with ""this is a game tutorial"".

The main plot feels unfocused at first, without much story pressure beyond ""wander around and try to make friends"".  While not exactly thrilling, it's a nice way to give the player some agency, and there are a wide range of storylines you may choose to pursue (or not).  You will not have time to see it all, which ironically gives you the power of positive choice.

Moment to moment writing is not always prizewinning.  There is good and mediocre, which is fine with me.  None of it is actively bad and I never rolled my eyes nor was tempted to stop playing.  On the positive side, I found several moments genuinely chilling or charming and I cared about every character I met.

The subplots you choose to pursue are interesting and filled with both ""cosmetic"" (unimpactful) conversation options and substantially meaningful decisions.  These side stories can have bad outcomes depending on your choices, which means every decision demands attention, even when you're not sure whether they affect anything.  Perhaps more importantly, this is good noir, meaning the protagonist doesn't always get to win.  The story keeps going even when you make mistakes along the way and it's important to note that your playthrough will have a single rolling save.  No quicksave/quickload to try every dialogue option and choose your favorite result.  This is a good thing.

Overall plotting and structure are impressive, beginning with ""do what you want"" and slowly building the groundwork for a focused, fast-paced, and sensational climax by the end.  Regrettably, there is only a single ending to the main story; however, I was surprised to find that this didn't bother me, as the journey to get there gave plenty of opportunities for me to make a difference in the (un)lives of those I met along the way.

When the credits rolled, I found I wanted more.  I'm looking forward to moving on to [i]Shadows of New York[/i] which I hear is even better, and assuming no disappointments there I'm likely to pick up the finale, [i]Reckoning[/i].

You can definitely get this very cheap on sale.  In my opinion it's certainly worth a couple bucks and 8-10 hours of your time."
